timestamp_utc,gpu_index,gpu_name,memory_mib,utilization_pct,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz
2026-09-26T18:31:57.433000+00:00,2,NVIDIA B200,34258,0,189.69,35,1965,3996
2026-09-26T18:31:57.433000+00:00,3,NVIDIA B200,34130,0,183.30,33,1965,3996
2026-09-26T18:31:57.433000+00:00,4,NVIDIA B200,34114,0,186.40,35,1965,3996
2026-09-26T18:31:57.433000+00:00,5,NVIDIA B200,34250,0,186.38,32,1965,3996
2026-09-26T18:31:57.433000+00:00,6,NVIDIA B200,34146,0,185.19,35,1965,3996
2026-09-26T18:31:57.433000+00:00,7,NVIDIA B200,34146,0,184.36,32,1965,3996
2026-09-26T18:31:58.433000+00:00,0,NVIDIA B200,34178,0,186.21,35,1965,3996
2026-09-26T18:31:58.433000+00:00,1,NVIDIA B200,34128,0,187.27,32,1965,3996
2026-09-26T18:31:58.433000+00:00,2,NVIDIA B200,34258,0,189.24,35,1965,3996
2026-09-26T18:31:58.433000+00:00,3,NVIDIA B200,33510,0,183.04,32,1965,3996
2026-09-26T18:31:58.433000+00:00,4,NVIDIA B200,33496,35,262.63,38,1965,3996
2026-09-26T18:31:58.433000+00:00,5,NVIDIA B200,33538,36,213.05,34,1965,3996
2026-09-26T18:31:58.433000+00:00,6,NVIDIA B200,33496,37,296.55,39,1965,3996
2026-09-26T18:31:58.433000+00:00,7,NVIDIA B200,33402,0,185.53,32,1965,3996
2026-09-26T18:31:59.433000+00:00,0,NVIDIA B200,33494,37,276.66,39,1965,3996
2026-09-26T18:31:59.433000+00:00,1,NVIDIA B200,33494,37,273.95,35,1965,3996
2026-09-26T18:31:59.433000+00:00,2,NVIDIA B200,34258,0,189.07,35,1965,3996
2026-09-26T18:31:59.433000+00:00,3,NVIDIA B200,33514,33,339.03,36,1965,3996
2026-09-26T18:31:59.433000+00:00,4,NVIDIA B200,34210,15,318.07,39,1965,3996
2026-09-26T18:31:59.433000+00:00,5,NVIDIA B200,33880,16,331.48,34,1965,3996
2026-09-26T18:31:59.433000+00:00,6,NVIDIA B200,34168,21,296.51,37,1965,3996
2026-09-26T18:31:59.433000+00:00,7,NVIDIA B200,33460,26,344.15,34,1965,3996
2026-09-26T18:32:00.434000+00:00,0,NVIDIA B200,34184,37,325.65,38,1965,3996
2026-09-26T18:32:00.434000+00:00,1,NVIDIA B200,34128,21,323.54,34,1965,3996
2026-09-26T18:32:00.434000+00:00,2,NVIDIA B200,33538,38,312.16,39,1965,3996
2026-09-26T18:32:00.434000+00:00,3,NVIDIA B200,34142,0,256.57,34,1965,3996
2026-09-26T18:32:00.434000+00:00,4,NVIDIA B200,34210,0,207.48,36,1965,3996
2026-09-26T18:32:00.434000+00:00,5,NVIDIA B200,34170,0,237.03,33,1965,3996
2026-09-26T18:32:00.434000+00:00,6,NVIDIA B200,34168,0,185.58,36,1965,3996
2026-09-26T18:32:00.434000+00:00,7,NVIDIA B200,34196,0,255.88,33,1965,3996
2026-09-26T18:32:01.434000+00:00,0,NVIDIA B200,34184,0,187.34,36,1965,3996
2026-09-26T18:32:01.442000+00:00,1,NVIDIA B200,34128,0,189.75,32,1965,3996
2026-09-26T18:32:01.444000+00:00,2,NVIDIA B200,34178,37,279.91,37,1965,3996
2026-09-26T18:32:01.444000+00:00,3,NVIDIA B200,34142,0,183.62,33,1965,3996
2026-09-26T18:32:01.444000+00:00,4,NVIDIA B200,33402,3,188.66,36,1965,3996
2026-09-26T18:32:01.444000+00:00,5,NVIDIA B200,34170,0,186.47,32,1965,3996
2026-09-26T18:32:01.444000+00:00,6,NVIDIA B200,33430,0,187.21,36,1965,3996
2026-09-26T18:32:01.444000+00:00,7,NVIDIA B200,34196,0,184.48,32,1965,3996
2026-09-26T18:32:02.444000+00:00,0,NVIDIA B200,34184,0,186.74,36,1965,3996
2026-09-26T18:32:02.444000+00:00,1,NVIDIA B200,34128,0,187.53,32,1965,3996
2026-09-26T18:32:02.444000+00:00,2,NVIDIA B200,34178,0,190.00,36,1965,3996
2026-09-26T18:32:02.444000+00:00,3,NVIDIA B200,34142,0,183.15,33,1965,3996
2026-09-26T18:32:02.444000+00:00,4,NVIDIA B200,33442,17,337.96,38,1965,3996
2026-09-26T18:32:02.444000+00:00,5,NVIDIA B200,33538,37,291.31,36,1965,3996
2026-09-26T18:32:02.444000+00:00,6,NVIDIA B200,33516,33,337.79,38,1965,3996
2026-09-26T18:32:02.444000+00:00,7,NVIDIA B200,34196,0,184.52,32,1965,3996
2026-09-26T18:32:03.444000+00:00,0,NVIDIA B200,33404,3,188.93,36,1965,3996
2026-09-26T18:32:03.444000+00:00,1,NVIDIA B200,34128,0,187.17,32,1965,3996
2026-09-26T18:32:03.444000+00:00,2,NVIDIA B200,34178,0,189.41,35,1965,3996
2026-09-26T18:32:03.444000+00:00,3,NVIDIA B200,33538,36,236.46,35,1965,3996
2026-09-26T18:32:03.444000+00:00,4,NVIDIA B200,34152,0,268.18,37,1965,3996
2026-09-26T18:32:03.444000+00:00,5,NVIDIA B200,34178,36,311.69,35,1965,3996
2026-09-26T18:32:03.444000+00:00,6,NVIDIA B200,34168,0,249.23,37,1965,3996
2026-09-26T18:32:03.444000+00:00,7,NVIDIA B200,33406,38,314.80,36,1965,3996
2026-09-26T18:32:04.445000+00:00,0,NVIDIA B200,33464,9,349.16,38,1965,3996
2026-09-26T18:32:04.445000+00:00,1,NVIDIA B200,33494,36,316.35,35,1965,3996
2026-09-26T18:32:04.445000+00:00,2,NVIDIA B200,34178,0,189.21,35,1965,3996
2026-09-26T18:32:04.445000+00:00,3,NVIDIA B200,33882,20,332.81,34,1965,3996
2026-09-26T18:32:04.445000+00:00,4,NVIDIA B200,34152,0,186.56,36,1965,3996
2026-09-26T18:32:04.445000+00:00,5,NVIDIA B200,34178,0,187.00,33,1965,3996
2026-09-26T18:32:04.445000+00:00,6,NVIDIA B200,34168,0,185.40,36,1965,3996
2026-09-26T18:32:04.445000+00:00,7,NVIDIA B200,34146,0,270.56,33,1965,3996
2026-09-26T18:32:05.446000+00:00,0,NVIDIA B200,34224,0,260.67,37,1965,3996
2026-09-26T18:32:05.446000+00:00,1,NVIDIA B200,34128,22,275.97,33,1965,3996
2026-09-26T18:32:05.446000+00:00,2,NVIDIA B200,33538,4,209.20,36,1965,3996
2026-09-26T18:32:05.446000+00:00,3,NVIDIA B200,34250,0,219.09,33,1965,3996
2026-09-26T18:32:05.446000+00:00,4,NVIDIA B200,33496,32,225.48,38,1965,3996
2026-09-26T18:32:05.446000+00:00,5,NVIDIA B200,34178,0,186.41,32,1965,3996
2026-09-26T18:32:05.446000+00:00,6,NVIDIA B200,33496,23,238.48,38,1965,3996
2026-09-26T18:32:05.446000+00:00,7,NVIDIA B200,34146,0,184.72,32,1965,3996
2026-09-26T18:32:06.446000+00:00,0,NVIDIA B200,34224,0,186.90,36,1965,3996
2026-09-26T18:32:06.446000+00:00,1,NVIDIA B200,34128,0,187.78,32,1965,3996
2026-09-26T18:32:06.446000+00:00,2,NVIDIA B200,33782,8,342.49,37,1965,3996
2026-09-26T18:32:06.446000+00:00,3,NVIDIA B200,34250,0,183.55,33,1965,3996
2026-09-26T18:32:06.446000+00:00,4,NVIDIA B200,33818,14,326.21,38,1965,3996
2026-09-26T18:32:06.446000+00:00,5,NVIDIA B200,33538,37,329.70,36,1965,3996
2026-09-26T18:32:06.446000+00:00,6,NVIDIA B200,34018,10,320.48,39,1965,3996
2026-09-26T18:32:06.446000+00:00,7,NVIDIA B200,34146,0,184.27,32,1965,3996
2026-09-26T18:32:07.446000+00:00,0,NVIDIA B200,34224,0,186.71,36,1965,3996
2026-09-26T18:32:07.446000+00:00,1,NVIDIA B200,34128,0,187.59,32,1965,3996
2026-09-26T18:32:07.446000+00:00,2,NVIDIA B200,34178,0,252.40,36,1965,3996
2026-09-26T18:32:07.446000+00:00,3,NVIDIA B200,33510,0,184.36,33,1965,3996
2026-09-26T18:32:07.447000+00:00,4,NVIDIA B200,34128,0,239.89,36,1965,3996
2026-09-26T18:32:07.447000+00:00,5,NVIDIA B200,34178,0,265.06,34,1965,3996
2026-09-26T18:32:07.447000+00:00,6,NVIDIA B200,34128,0,217.55,36,1965,3996
2026-09-26T18:32:07.447000+00:00,7,NVIDIA B200,33494,38,294.05,35,1965,3996
2026-09-26T18:32:08.447000+00:00,0,NVIDIA B200,33494,36,245.68,39,1965,3996
2026-09-26T18:32:08.447000+00:00,1,NVIDIA B200,33494,3,215.59,33,1965,3996
2026-09-26T18:32:08.447000+00:00,2,NVIDIA B200,34178,0,189.79,36,1965,3996
2026-09-26T18:32:08.447000+00:00,3,NVIDIA B200,33514,17,352.21,35,1965,3996
2026-09-26T18:32:08.447000+00:00,4,NVIDIA B200,34128,0,186.40,36,1965,3996
2026-09-26T18:32:08.447000+00:00,5,NVIDIA B200,34178,0,186.90,33,1965,3996
2026-09-26T18:32:08.447000+00:00,6,NVIDIA B200,33418,0,185.30,36,1965,3996
2026-09-26T18:32:08.447000+00:00,7,NVIDIA B200,34128,37,302.59,34,1965,3996
2026-09-26T18:32:09.448000+00:00,0,NVIDIA B200,33900,17,323.66,38,1965,3996
2026-09-26T18:32:09.448000+00:00,1,NVIDIA B200,33838,10,327.03,33,1965,3996
2026-09-26T18:32:09.448000+00:00,2,NVIDIA B200,34178,0,189.50,35,1965,3996
2026-09-26T18:32:09.448000+00:00,3,NVIDIA B200,34178,0,255.24,34,1965,3996
2026-09-26T18:32:09.448000+00:00,4,NVIDIA B200,33496,36,303.02,40,1965,3996
2026-09-26T18:32:09.448000+00:00,5,NVIDIA B200,33512,0,186.98,33,1965,3996
2026-09-26T18:32:09.448000+00:00,6,NVIDIA B200,33404,36,333.68,40,1965,3996
2026-09-26T18:32:09.448000+00:00,7,NVIDIA B200,34128,0,184.77,32,1965,3996
2026-09-26T18:32:10.448000+00:00,0,NVIDIA B200,34184,0,219.19,36,1965,3996
2026-09-26T18:32:10.448000+00:00,1,NVIDIA B200,34128,0,235.49,32,1965,3996
2026-09-26T18:32:10.448000+00:00,2,NVIDIA B200,33512,0,190.48,35,1965,3996
2026-09-26T18:32:10.448000+00:00,3,NVIDIA B200,34178,0,183.55,33,1965,3996
2026-09-26T18:32:10.448000+00:00,4,NVIDIA B200,34210,0,293.16,38,1965,3996
2026-09-26T18:32:10.448000+00:00,5,NVIDIA B200,33514,21,339.55,34,1965,3996
2026-09-26T18:32:10.448000+00:00,6,NVIDIA B200,34168,0,253.81,37,1965,3996
2026-09-26T18:32:10.448000+00:00,7,NVIDIA B200,34128,0,184.51,32,1965,3996
2026-09-26T18:32:11.449000+00:00,0,NVIDIA B200,34184,0,186.97,36,1965,3996
2026-09-26T18:32:11.449000+00:00,1,NVIDIA B200,34128,0,187.70,32,1965,3996
2026-09-26T18:32:11.449000+00:00,2,NVIDIA B200,33514,38,354.78,38,1965,3996
2026-09-26T18:32:11.449000+00:00,3,NVIDIA B200,34178,0,183.58,33,1965,3996
2026-09-26T18:32:11.449000+00:00,4,NVIDIA B200,34210,0,187.01,36,1965,3996
2026-09-26T18:32:11.449000+00:00,5,NVIDIA B200,34170,0,258.03,34,1965,3996
