unix_seconds,monotonic_seconds,sectors_read,sectors_written,io_milliseconds,sector_bytes
1790417717.5243433,26065.797618685,73209652,1176923936,1437820,512
1790417718.5247104,26066.79798543,73209652,1176924808,1437838,512
1790417719.5252042,26067.798479802,73209652,1176924808,1437838,512
1790417720.525657,26068.798932392,73209652,1176924808,1437838,512
1790417721.5260453,26069.799320251,73209652,1176924808,1437838,512
1790417722.5263581,26070.799632862,73209652,1176925200,1437844,512
1790417723.5267866,26071.800061744,73209652,1176925200,1437844,512
1790417724.5271454,26072.800420597,73209652,1176925200,1437844,512
1790417725.5274704,26073.800745277,73209652,1176925200,1437844,512
1790417726.5279107,26074.801186083,73209652,1176925200,1437844,512
1790417727.5283904,26075.801665819,73209652,1176925200,1437844,512
1790417728.5288427,26076.802117889,73209652,1176925200,1437844,512
1790417729.529249,26077.80252411,73209652,1176925200,1437844,512
1790417730.5297067,26078.802982983,73209652,1176925200,1437844,512
1790417731.5300925,26079.803367574,73209652,1176925368,1437845,512
1790417732.5305035,26080.80377855,73209652,1176925368,1437845,512
1790417733.5309606,26081.804235788,73209652,1176925376,1437846,512
1790417734.5313072,26082.804582286,73209652,1176925440,1437848,512
1790417735.5315788,26083.80485342,73209652,1176925440,1437848,512
1790417736.532004,26084.80527929,73209652,1176925440,1437848,512
1790417737.5323544,26085.805629501,73209652,1176925440,1437848,512
1790417738.5326817,26086.805956718,73209652,1176925440,1437848,512
1790417739.5331717,26087.80644722,73209652,1176929104,1437851,512
1790417740.533612,26088.806887215,73209652,1176929104,1437851,512
1790417741.5340383,26089.807313435,73209652,1176929104,1437851,512
1790417742.5344722,26090.807747592,73209652,1176929144,1437854,512
1790417743.5348833,26091.808158335,73209652,1176935184,1437860,512
1790417744.5352166,26092.808491958,73209652,1176935184,1437860,512
1790417745.5356433,26093.808918568,73209652,1176935184,1437860,512
1790417746.536118,26094.80939353,73209652,1176935184,1437860,512
1790417747.5364668,26095.809741915,73209652,1176935184,1437860,512
1790417748.5368288,26096.810103882,73209652,1176936248,1437867,512
1790417749.5372124,26097.810487535,73209652,1176936272,1437869,512
1790417750.5375493,26098.810824518,73209652,1176936272,1437869,512
1790417751.5379186,26099.811193447,73209652,1176936272,1437869,512
1790417752.5383596,26100.81163515,73209652,1176936272,1437869,512
1790417753.5388782,26101.812153564,73209652,1176936272,1437869,512
1790417754.539226,26102.812501074,73209652,1176937728,1437876,512
1790417755.5396233,26103.812898553,73209652,1176937728,1437876,512
1790417756.540047,26104.813322374,73209652,1176937728,1437876,512
