unix_seconds,monotonic_seconds,sectors_read,sectors_written,io_milliseconds,sector_bytes
1790410296.5360038,18644.809278937,73209548,480411112,668082,512
1790410297.536646,18645.809921124,73209548,480411112,668082,512
1790410298.5371656,18646.810440677,73209548,480476768,668105,512
1790410299.5375428,18647.810817906,73209548,480476816,668107,512
1790410300.537941,18648.811216137,73209548,480476816,668107,512
1790410301.538629,18649.811903957,73209548,481632848,668365,512
1790410302.5391197,18650.812394588,73209548,482545344,669356,512
1790410303.5395944,18651.812869567,73209548,483456968,670350,512
1790410304.5401096,18652.813384817,73209548,484371560,671343,512
1790410305.540656,18653.81393112,73209548,485287504,672339,512
1790410306.5411003,18654.814375473,73209548,486201480,673334,512
1790410307.5416255,18655.814900445,73209548,487116032,674329,512
1790410308.5423148,18656.815589803,73209548,488033000,675328,512
1790410309.5426626,18657.815937556,73209548,488947464,676323,512
1790410310.5430086,18658.816283527,73209548,489861952,677320,512
1790410311.5433848,18659.816659833,73209548,490777392,678316,512
1790410312.5439463,18660.817221259,73209548,491694384,679313,512
1790410313.5444746,18661.817749826,73209548,492610208,680309,512
1790410314.5450606,18662.81833552,73209548,493526056,681307,512
1790410315.5454357,18663.818710696,73209548,494441744,682299,512
1790410316.5457673,18664.819042156,73209548,495356640,683290,512
1790410317.5460498,18665.819324714,73209548,496271264,684284,512
1790410318.546369,18666.819644111,73209548,497187064,685282,512
1790410319.5467844,18667.820059659,73209548,498103512,686281,512
1790410320.547173,18668.820448063,73209548,499018080,687277,512
1790410321.5477202,18669.820995384,73209548,499933568,688271,512
1790410322.5481966,18670.821471661,73209548,500852096,689272,512
1790410323.5487828,18671.82205792,73209548,501765504,690266,512
1790410324.6373732,18672.910648094,73209548,502762344,691346,512
1790410325.6377227,18673.910997644,73209548,503676920,692337,512
1790410326.6384192,18674.911694237,73209548,504592032,693331,512
1790410327.6390083,18675.912283451,73209548,505510944,694330,512
1790410328.6395023,18676.912776979,73209548,506425384,695324,512
1790410329.6399388,18677.913213775,73209548,507343512,696320,512
1790410330.6402318,18678.913506875,73209548,508256544,697309,512
1790410331.6407042,18679.913979107,73209548,509172560,698304,512
1790410332.6412868,18680.9145619,73209548,510089368,699298,512
1790410333.6416178,18681.914892677,73209548,511005368,700295,512
1790410334.6420026,18682.915277858,73209548,511919832,701284,512
1790410335.642384,18683.91565927,73209548,512837848,702279,512
1790410336.6427891,18684.916064231,73209548,513754840,703273,512
1790410337.6431274,18685.916402436,73209548,514672048,704268,512
1790410338.6436145,18686.916889495,73209548,515589528,705262,512
1790410339.644185,18687.917460182,73209548,516506808,706257,512
1790410340.6447535,18688.918028539,73209548,517422992,707246,512
1790410341.6451046,18689.91837955,73209548,518340680,708241,512
1790410342.64547,18690.918744275,73209548,519259208,709237,512
1790410343.6460578,18691.919332511,73209548,520176640,710232,512
1790410344.6463695,18692.91964377,73209548,521093672,711226,512
1790410345.6466997,18693.919974222,73209548,522011176,712223,512
1790410346.6469512,18694.920225596,73209548,522927656,713218,512
1790410347.647354,18695.920628623,73209548,523845160,714212,512
1790410348.6477098,18696.920984157,73209548,524761128,715205,512
1790410349.6479757,18697.921249913,73209548,525678288,716199,512
1790410350.6483016,18698.921576572,73209548,526595792,717192,512
1790410351.6488316,18699.922106322,73209548,527515520,718193,512
1790410352.6491914,18700.922466376,73209548,528431640,719188,512
1790410353.6496663,18701.922941312,73209548,529346216,720180,512
1790410354.812452,18703.085727165,73209548,530413896,721338,512
1790410355.8128328,18704.086107475,73209548,531331280,722334,512
1790410356.8133793,18705.086654349,73209548,532248272,723329,512
1790410357.813824,18706.08709898,73209548,533164256,724324,512
1790410358.8141456,18707.087420464,73209548,534082360,725322,512
1790410359.81452,18708.087794762,73209548,534999896,726318,512
1790410360.81494,18709.088215013,73209548,535917304,727311,512
1790410361.8152587,18710.088533721,73209548,536832984,728301,512
1790410362.8156073,18711.088882279,73209548,537751304,729301,512
1790410363.8160803,18712.089355501,73209548,538668048,730295,512
1790410364.816433,18713.089708016,73209548,539584584,731287,512
1790410365.8167834,18714.09005848,73209548,540502976,732283,512
1790410366.8171418,18715.090416713,73209548,541419512,733277,512
1790410367.8174868,18716.090762056,73209548,542337016,734270,512
1790410368.8178618,18717.091136956,73209548,543256568,735266,512
1790410369.818236,18718.091511989,73209548,544172024,736258,512
1790410370.8185952,18719.091870094,73209548,545089568,737253,512
1790410371.8189342,18720.09220937,73209548,546008608,738250,512
1790410372.8192914,18721.092566362,73209548,546925152,739241,512
1790410373.8195944,18722.092869579,73209548,547841120,740239,512
1790410374.8200169,18723.093291471,73209548,548759808,741230,512
1790410375.8204236,18724.09369865,73209548,549675848,742222,512
1790410376.821028,18725.094302963,73209548,550590760,743215,512
1790410377.8214145,18726.094689503,73209548,551509808,744209,512
1790410378.8219624,18727.095237364,73209548,552424536,745203,512
1790410379.8223867,18728.095661868,73209548,553344088,746202,512
1790410380.8228934,18729.096168243,73209548,554260056,747199,512
1790410381.8233654,18730.096640591,73209548,555179096,748199,512
1790410382.8237486,18731.097023819,73209548,556095224,749198,512
1790410383.824117,18732.097391942,73209548,557013752,750194,512
1790410384.824463,18733.097738093,73209548,557930232,751188,512
1790410385.8248026,18734.098077492,73209548,558846712,752184,512
1790410386.8252912,18735.098566034,73209548,559766072,753182,512
1790410387.825619,18736.098893836,73209548,560682040,754173,512
1790410388.8259873,18737.099262359,73209548,561599384,755167,512
1790410389.8263307,18738.099605657,73209548,562515744,756161,512
1790410390.8267179,18739.09999276,73209548,563434784,757152,512
1790410391.8270648,18740.100339911,73209548,564349728,758144,512
1790410392.8274627,18741.100737473,73209548,565268768,759141,512
1790410393.8278036,18742.101078606,73209548,566184736,760134,512
1790410394.8282182,18743.101492722,73209548,567103824,761130,512
1790410395.8285809,18744.101855804,73209548,568019416,762124,512
1790410396.829002,18745.102277221,73209548,568934872,763119,512
1790410397.8293889,18746.10266385,73209548,569853304,764115,512
1790410398.8297653,18747.103040525,73209548,570771056,765109,512
1790410399.8301277,18748.103402633,73209548,571688376,766103,512
1790410400.8305094,18749.103784424,73209548,572603976,767098,512
1790410401.831075,18750.104349952,73209548,573522504,768093,512
1790410402.831447,18751.104721758,73209548,574437472,769085,512
1790410403.8318577,18752.105132643,73209548,575355496,770079,512
1790410404.8322332,18753.105508157,73209548,576272488,771074,512
1790410405.8326066,18754.105881428,73209548,577190504,772070,512
1790410406.8330202,18755.106295371,73209548,578107496,773065,512
1790410407.8334107,18756.106685773,73209548,579025000,774063,512
1790410408.833716,18757.106990877,73209548,579943000,775058,512
1790410409.8341498,18758.107424842,73209548,580861544,776052,512
1790410410.8345013,18759.107776174,73209548,581777512,777043,512
1790410411.8349218,18760.108196674,73209548,582694664,778040,512
1790410412.83545,18761.108724651,73209548,583613704,779036,512
1790410413.8359258,18762.109200444,73209548,584531736,780029,512
1790410414.83631,18763.109585091,73209548,585446592,781020,512
1790410415.8365836,18764.10985813,73209548,586364608,782012,512
1790410416.8369262,18765.110200982,73209548,587281600,783006,512
1790410417.8374538,18766.11072889,73209548,588198080,784001,512
1790410418.8378103,18767.111085401,73209548,589117632,784999,512
1790410419.8381937,18768.111468567,73209548,590034112,785993,512
1790410420.8385332,18769.111807579,73209548,590951616,786985,512
1790410421.8389492,18770.112223851,73209548,591870144,787979,512
1790410422.8392334,18771.112508073,73209548,592786624,788973,512
1790410423.839499,18772.112774049,73209548,593704128,789970,512
1790410424.840013,18773.113288114,73209548,594621120,790964,512
1790410425.8404605,18774.113735674,73209548,595536776,791951,512
1790410426.8409133,18775.114188374,73209548,596454280,792947,512
1790410427.841316,18776.114591291,73209548,597373776,793944,512
1790410428.841721,18777.11499596,73209548,598291848,794941,512
1790410429.842089,18778.115364041,73209548,599207824,795933,512
1790410430.8424516,18779.115726651,73209548,600124600,796930,512
1790410431.8428464,18780.116122009,73209548,601043112,797928,512
1790410432.8432193,18781.116494221,73209548,601959592,798923,512
1790410433.8435707,18782.116845921,73209548,602875608,799915,512
1790410434.8439531,18783.117228734,73209548,603794496,800913,512
1790410435.8443143,18784.11758963,73209548,604709568,801908,512
1790410436.8449173,18785.118192443,73209548,605628856,802907,512
1790410437.845258,18786.118533054,73209548,606543640,803900,512
1790410438.845902,18787.119177252,73209548,607460264,804893,512
1790410439.8462646,18788.119539711,73209548,608377832,805890,512
1790410440.8466136,18789.119889007,73209548,609295512,806885,512
1790410441.846956,18790.120230983,73209548,610211472,807880,512
1790410442.8475482,18791.120823307,73209548,611129104,808874,512
1790410443.848166,18792.121441184,73209548,612043944,809864,512
1790410444.8487945,18793.122069449,73209548,612963616,810861,512
1790410445.8492167,18794.122492158,73209548,613879280,811854,512
1790410446.8497894,18795.12306472,73209548,614798736,812850,512
1790410447.8501737,18796.1234489,73209548,615714408,813842,512
1790410448.8505137,18797.123788892,73209548,616632640,814839,512
1790410449.851056,18798.124331336,73209548,617549328,815831,512
1790410450.851625,18799.124900096,73209548,618467920,816829,512
1790410451.8520403,18800.125315359,73209548,619383664,817820,512
1790410452.8525507,18801.125825761,73209548,620299680,818812,512
1790410453.8529792,18802.126254254,73209548,621219472,819810,512
1790410454.8533602,18803.126635067,73209548,622133736,820799,512
1790410455.8538406,18804.127115758,73209548,623052512,821795,512
1790410456.8543217,18805.127596578,73209548,623971344,822792,512
1790410457.8546553,18806.127930134,73209548,624888264,823781,512
1790410458.8550944,18807.128369687,73209548,625803232,824772,512
1790410459.8557136,18808.128988544,73209548,626719752,825763,512
1790410460.8562376,18809.129512631,73209548,627637296,826757,512
1790410461.8565679,18810.129842787,73209548,628552280,827748,512
1790410462.8569424,18811.130216945,73209548,629469200,828747,512
1790410463.9543495,18812.227624358,73209548,630472232,829831,512
1790410465.0280964,18813.301370643,73209548,631455048,830895,512
1790410466.0283344,18814.301608886,73209548,632371872,831893,512
1790410467.0286913,18815.301966364,73209548,633287344,832887,512
1790410468.02903,18816.30230518,73209548,634204672,833886,512
1790410469.0294034,18817.30267795,73209548,635121184,834882,512
1790410470.029633,18818.3029075,73209548,636039808,835879,512
1790410471.0299506,18819.303225482,73209548,636957616,836877,512
1790410472.03023,18820.303504473,73209548,637875488,837871,512
1790410473.030515,18821.303789338,73209548,638791456,838865,512
1790410474.030897,18822.304171898,73209548,639709472,839859,512
1790410475.0313122,18823.304587021,73209548,640626976,840851,512
1790410476.0315769,18824.30485158,73209548,641543968,841845,512
1790410477.0321257,18825.305400603,73209548,642461984,842840,512
1790410478.0325906,18826.305865385,73209548,643378464,843835,512
1790410479.0330594,18827.306334124,73209548,644295968,844832,512
1790410480.033391,18828.306666308,73209548,645213984,845826,512
1790410481.0336883,18829.306962599,73209548,646131488,846821,512
1790410482.0341284,18830.30740297,73209548,647047456,847810,512
1790410483.034399,18831.307673824,73209548,647967008,848806,512
1790410484.0346754,18832.307950057,73209548,648882464,849802,512
1790410485.0349302,18833.308204785,73209548,649800480,850797,512
1790410486.035264,18834.308539,73209548,650717984,851791,512
1790410487.0358267,18835.309101557,73209548,651635488,852786,512
1790410488.0363479,18836.309623031,73209548,652552992,853782,512
1790410489.0368152,18837.310089971,73209548,653467928,854775,512
1790410490.0372896,18838.310564759,73209548,654385952,855771,512
1790410491.0376654,18839.310940125,73209548,655303968,856767,512
1790410492.0382013,18840.311476336,73209548,656221984,857763,512
1790410493.0387218,18841.311996802,73209548,657139488,858759,512
1790410494.0391445,18842.312419565,73209548,658056160,859752,512
1790410495.0395613,18843.312836261,73209548,658971816,860750,512
1790410496.0401661,18844.313441333,73209548,659889192,861743,512
1790410497.0406876,18845.313962605,73209548,660808504,862741,512
1790410498.0412488,18846.314523749,73209548,661725224,863734,512
1790410499.041557,18847.314832219,73209548,662641400,864727,512
1790410500.042016,18848.315291093,73209548,663557784,865720,512
1790410501.042546,18849.315820861,73209548,664475424,866713,512
1790410502.042981,18850.31625596,73209548,665392584,867711,512
1790410503.0434225,18851.316697536,73209548,666309336,868705,512
1790410504.0439305,18852.317205714,73209548,667226040,869701,512
1790410505.0444157,18853.31769071,73209548,668142296,870695,512
1790410506.0447986,18854.318073682,73209548,669062120,871690,512
1790410507.0452816,18855.318556444,73209548,669978704,872685,512
1790410508.045799,18856.319074018,73209548,670895184,873677,512
1790410509.046392,18857.319666961,73209548,671813712,874671,512
1790410510.0469394,18858.320214436,73209548,672731216,875668,512
1790410511.0474634,18859.320738429,73209548,673648728,876662,512
1790410512.0648696,18860.338144669,73209548,674581064,877673,512
1790410513.0654745,18861.338749561,73209548,675496952,878667,512
1790410514.0660121,18862.339287058,73209548,676415912,879663,512
1790410515.0664015,18863.339676734,73209548,677333832,880659,512
1790410516.0667915,18864.340066468,73209548,678251408,881654,512
1790410517.0672588,18865.340533829,73209548,679167560,882649,512
1790410518.0677142,18866.340989442,73209548,680080856,883638,512
1790410519.068297,18867.341572168,73209548,680998400,884633,512
1790410520.0996444,18868.372919373,73209548,681945896,885658,512
1790410521.0999875,18869.373262577,73209548,682862040,886649,512
1790410522.100551,18870.373825898,73209548,683777712,887643,512
1790410523.1010318,18871.374306745,73209548,684695320,888638,512
1790410524.1014414,18872.374715989,73209548,685612584,889631,512
1790410525.1020095,18873.375284503,73209548,686529000,890624,512
1790410526.102397,18874.37567206,73209548,687445872,891615,512
1790410527.10287,18875.376144727,73209548,688363424,892611,512
1790410528.103306,18876.376580922,73209548,689279104,893603,512
1790410529.1036983,18877.376973134,73209548,690195456,894595,512
1790410530.1042116,18878.377486446,73209548,691114928,895596,512
1790410531.1046937,18879.377968637,73209548,692031176,896587,512
1790410532.1053107,18880.378585942,73209548,692950112,897581,512
1790410533.1058087,18881.37908352,73209548,693866480,898575,512
1790410534.1061535,18882.379428611,73209548,694783416,899567,512
1790410535.1066487,18883.379923589,73209548,695700408,900560,512
1790410536.1070669,18884.380341924,73209548,696618624,901557,512
1790410537.1074126,18885.380687263,73209548,697535960,902554,512
1790410538.1077769,18886.381051342,73209548,698452344,903548,512
1790410539.108068,18887.38134264,73209548,699367816,904540,512
1790410540.1083872,18888.381662563,73209548,700287472,905536,512
1790410541.1086535,18889.381927991,73209548,701201904,906530,512
1790410542.109013,18890.382287958,73209548,702119360,907525,512
1790410543.1093392,18891.382614059,73209548,703038400,908524,512
1790410544.1096208,18892.382895113,73209548,703955400,909522,512
1790410545.1099076,18893.383182535,73209548,704873416,910516,512
1790410546.1102297,18894.383504676,73209548,705788872,911511,512
1790410547.1106074,18895.383882302,73209548,706706888,912506,512
1790410548.1108916,18896.3841664,73209548,707625376,913501,512
1790410549.1113985,18897.384673442,73209548,708541144,914495,512
1790410550.1118522,18898.385127265,73209548,709457824,915488,512
1790410551.1122031,18899.385478023,73209548,710374128,916480,512
1790410552.2660382,18900.539313302,73209548,711434088,917625,512
1790410553.266586,18901.539861139,73209548,712351472,918620,512
1790410554.2671077,18902.54038282,73209548,713269080,919612,512
1790410555.267638,18903.540913262,73209548,714184432,920596,512
1790410556.268023,18904.541298061,73209548,715099904,921581,512
1790410557.268379,18905.541654152,73209548,716017408,922572,512
1790410558.2687957,18906.542070939,73209548,716933880,923560,512
1790410559.2692385,18907.542513533,73209548,717580864,924264,512
1790410560.2696147,18908.542889935,73209548,717580864,924264,512
1790410561.2699943,18909.543269502,73209548,717581248,924268,512
1790410562.2704022,18910.543677408,73209548,717581248,924268,512
1790410563.2709887,18911.544264041,73209548,717581248,924268,512
1790410564.2714393,18912.544714175,73209548,718845232,924638,512
1790410565.271816,18913.545090956,73209548,719756144,925629,512
1790410566.2724197,18914.545694671,73209548,720668448,926623,512
1790410567.2730293,18915.546304043,73209548,721580920,927610,512
1790410568.2734966,18916.546771711,73209548,722494160,928602,512
1790410569.2739756,18917.547250769,73209548,723407096,929596,512
1790410570.2744672,18918.547742358,73209548,724320960,930590,512
1790410571.2749083,18919.548183766,73209548,725237032,931587,512
1790410572.2752678,18920.548542855,73209548,726154080,932584,512
1790410573.2756484,18921.548923503,73209548,727068176,933579,512
1790410574.2760832,18922.54935837,73209548,727982424,934571,512
1790410575.2764983,18923.549773196,73209548,728901192,935571,512
1790410576.2770271,18924.550302167,73209548,729816904,936567,512
1790410577.2774172,18925.550692214,73209548,730731392,937561,512
1790410578.2779176,18926.551192826,73209548,731645024,938552,512
1790410579.2783957,18927.551670603,73209548,732561664,939549,512
1790410580.278899,18928.552173822,73209548,733477608,940546,512
1790410581.2792773,18929.552552306,73209548,734396648,941542,512
1790410582.2796252,18930.552900147,73209548,735312768,942535,512
1790410583.2800207,18931.553295826,73209548,736228200,943529,512
1790410584.280512,18932.553787339,73209548,737145216,944524,512
1790410585.2809153,18933.554190234,73209548,738062720,945520,512
1790410586.2814672,18934.554742043,73209548,738980224,946515,512
1790410587.2819095,18935.555184455,73209548,739897768,947510,512
1790410588.282453,18936.555728132,73209548,740815272,948506,512
1790410589.282934,18937.556209041,73209548,741730624,949500,512
1790410590.4326715,18938.705946481,73209548,742783888,950643,512
1790410591.4332929,18939.70656797,73209548,743701584,951639,512
1790410592.433658,18940.706932822,73209548,744620120,952635,512
1790410593.4340675,18941.70734261,73209548,745537136,953630,512
1790410594.4346783,18942.707953237,73209548,746452472,954625,512
1790410595.435043,18943.708317957,73209548,747369160,955621,512
1790410596.4354947,18944.708770091,73209548,748284888,956615,512
1790410597.4359167,18945.709191596,73209548,749201624,957611,512
1790410598.4363942,18946.709669282,73209548,750116128,958603,512
1790410599.4369426,18947.710217503,73209548,751031600,959600,512
1790410600.4375443,18948.710819433,73209548,751947584,960593,512
1790410601.4379528,18949.71122767,73209548,752863504,961588,512
1790410602.4383001,18950.711575027,73209548,753781064,962582,512
1790410603.4386544,18951.711929371,73209548,754696368,963573,512
1790410604.439068,18952.71234319,73209548,755612864,964563,512
1790410605.4394052,18953.712680344,73209548,756530312,965555,512
1790410606.4397733,18954.713048207,73209548,757448216,966549,512
1790410607.4402695,18955.713544527,73209548,758365048,967539,512
1790410608.4406123,18956.713887277,73209548,759283440,968534,512
1790410609.440952,18957.714227099,73209548,760199368,969525,512
1790410610.5713346,18958.844609632,73209548,761235072,970650,512
1790410611.5717006,18959.844976009,73209548,762152976,971646,512
1790410612.5720973,18960.845372788,73209548,763069216,972642,512
1790410613.5724669,18961.845742452,73209548,763986032,973638,512
1790410614.5728626,18962.84613775,73209548,764904456,974632,512
1790410615.5732288,18963.846504143,73209548,765822016,975628,512
1790410616.5735795,18964.846854707,73209548,766737520,976618,512
1790410617.5739658,18965.84724123,73209548,767655016,977613,512
1790410618.574334,18966.847609109,73209548,768573456,978609,512
1790410619.5746899,18967.847965053,73209548,769489872,979606,512
1790410620.5752435,18968.848518557,73209548,770406208,980600,512
1790410621.575637,18969.848912111,73209548,771323728,981598,512
1790410622.6254377,18970.898712571,73209548,772284320,982640,512
1790410623.6259356,18971.899210726,73209548,773202880,983634,512
1790410624.626305,18972.899580113,73209548,774119520,984630,512
1790410625.6266093,18973.899884214,73209548,775035048,985625,512
1790410626.6269639,18974.900239167,73209548,775954088,986619,512
1790410627.6274707,18975.900745924,73209548,776869568,987614,512
1790410628.6278574,18976.901131987,73209548,777789784,988610,512
1790410629.6281662,18977.901441035,73209548,778704216,989604,512
1790410630.6285017,18978.901776727,73209548,779622232,990595,512
1790410631.6288958,18979.90217081,73209548,780539224,991590,512
1790410632.6292741,18980.902548889,73209548,781458264,992586,512
1790410633.6295803,18981.902855312,73209548,782375256,993580,512
1790410634.6299005,18982.903175494,73209548,783292248,994578,512
1790410635.6302328,18983.903507579,73209548,784210344,995574,512
1790410636.630704,18984.903978884,73209548,785126360,996568,512
1790410637.6312537,18985.904528726,73209548,786043096,997563,512
1790410638.6318562,18986.905131119,73209548,786959792,998553,512
1790410639.632177,18987.905451789,73209548,787877592,999549,512
1790410640.6324365,18988.905710881,73209548,788794848,1000548,512
1790410641.6327577,18989.906033034,73209548,789712384,1001544,512
1790410642.6331842,18990.906459296,73209548,790629992,1002538,512
1790410643.6335132,18991.906788223,73209548,791546984,1003531,512
1790410644.6338632,18992.907138051,73209548,792462440,1004524,512
1790410645.634127,18993.907401651,73209548,793381480,1005521,512
1790410646.634451,18994.907725921,73209548,794299496,1006516,512
1790410647.6348865,18995.908161352,73209548,795215464,1007508,512
1790410648.6352608,18996.908536063,73209548,796132456,1008503,512
1790410649.6357527,18997.90902784,73209548,797049488,1009497,512
1790410650.6361902,18998.909464733,73209548,797967504,1010495,512
1790410651.6365516,18999.909826139,73209548,798885168,1011488,512
1790410652.6368954,19000.91017044,73209548,799802672,1012485,512
1790410653.6374922,19001.910767403,73209548,800720688,1013478,512
1790410654.6378562,19002.911131018,73209548,801638320,1014476,512
1790410655.6381085,19003.911382917,73209548,802554800,1015471,512
1790410656.6384528,19004.911727678,73209548,803472304,1016468,512
1790410657.6390178,19005.912292673,73209548,804390832,1017464,512
1790410658.6393378,19006.912612615,73209548,805305800,1018457,512
1790410659.6396017,19007.912876234,73209548,806224840,1019455,512
1790410660.6399992,19008.913274513,73209548,807141368,1020448,512
1790410661.6405277,19009.913802086,73209548,808057008,1021440,512
1790410662.6408784,19010.914153272,73209548,808976048,1022437,512
1790410663.6411958,19011.914470833,73209548,809893552,1023429,512
1790410664.64162,19012.914894911,73209548,810808824,1024424,512
1790410665.6420393,19013.915314316,73209548,811728896,1025421,512
1790410666.6424348,19014.915709255,73209548,812646072,1026421,512
1790410667.6428418,19015.916116242,73209548,813563064,1027417,512
1790410668.6432066,19016.916481911,73209548,814480568,1028413,512
1790410669.6438222,19017.917097161,73209548,815397560,1029409,512
1790410670.6444464,19018.917721558,73209548,816314904,1030402,512
1790410671.6448324,19019.918107371,73209548,817231896,1031397,512
1790410672.6452217,19020.91849671,73209548,818149912,1032394,512
1790410673.645883,19021.919158203,73209548,819067088,1033386,512
1790410674.6462371,19022.919512132,73209548,819982376,1034377,512
1790410675.6467505,19023.920025448,73209548,820900152,1035367,512
1790410676.6472743,19024.920549111,73209548,821816464,1036360,512
1790410677.6477883,19025.921063178,73209548,822734512,1037353,512
1790410678.6481566,19026.921431671,73209548,823649656,1038341,512
1790410679.6485722,19027.921846988,73209548,824569208,1039334,512
1790410680.6490867,19028.922361613,73209548,825486768,1040328,512
1790410681.6497715,19029.923046412,73209548,826403552,1041320,512
1790410682.7019482,19030.975223152,73209548,826762000,1041727,512
1790410683.7023125,19031.975587515,73209548,826762000,1041727,512
1790410684.7027628,19032.976037781,73209548,826763480,1041755,512
1790410685.7031054,19033.976380445,73209548,826763480,1041755,512
1790410686.703697,19034.976972317,73209548,826763504,1041756,512
1790410687.7041457,19035.977420707,73209548,826763832,1041759,512
1790410688.704517,19036.977791801,73209548,826763832,1041759,512
1790410689.7049787,19037.978253944,73209548,826763856,1041761,512
1790410690.7053628,19038.978637773,73209548,826763856,1041761,512
1790410691.705716,19039.978990868,73209548,826763856,1041761,512
1790410692.7061567,19040.97943219,73209548,826763856,1041761,512
1790410693.7066846,19041.979960165,73209548,826763856,1041761,512
1790410694.7071736,19042.980448608,73209548,826768344,1041775,512
1790410695.707531,19043.980806198,73209548,826768344,1041775,512
1790410696.7079556,19044.981230963,73209548,826770088,1041806,512
1790410697.708356,19045.981630947,73209548,826770088,1041806,512
1790410698.7091358,19046.982411058,73209548,826771824,1041810,512
1790410699.7095797,19047.98285517,73209548,826771952,1041813,512
1790410700.7099898,19048.983265122,73209548,826771952,1041813,512
1790410701.7103763,19049.983651157,73209548,826771952,1041813,512
1790410702.7109334,19050.984208567,73209548,826771968,1041815,512
1790410703.7113304,19051.984605229,73209548,826771968,1041815,512
1790410704.7116923,19052.984967133,73209548,826771968,1041815,512
1790410705.7121222,19053.98539714,73209548,826771968,1041815,512
1790410706.7125485,19054.985823876,73209548,826771968,1041815,512
1790410707.713004,19055.986279081,73209548,826776888,1041819,512
1790410708.713514,19056.986789198,73209548,826776888,1041819,512
1790410709.7141137,19057.987389031,73209548,826776888,1041819,512
1790410710.714577,19058.987851868,73209548,826776888,1041819,512
