step,iteration_seconds,loss,tokens,vae_rank_mean_seconds,vae_rank_max_seconds,prepare_rank_mean_seconds,prepare_rank_max_seconds
506,13.26,1.0259,915697,3.036,3.267,3.075,3.314
507,13.25,1.0027,916142,3.026,3.124,3.065,3.167
508,13.25,0.9629,915676,3.039,3.179,3.077,3.218
509,13.06,1.3817,911290,2.981,3.02,3.018,3.06
510,13.32,1.0901,916328,3.024,3.239,3.062,3.278
511,13.24,1.2441,914395,3.037,3.244,3.077,3.287
512,13.18,1.2041,912575,3.017,3.194,3.056,3.232
513,13.24,1.4962,913493,3.066,3.293,3.106,3.339
514,13.21,1.5733,913944,3.023,3.168,3.063,3.208
515,13.26,1.2024,913425,3.02,3.154,3.059,3.194
516,13.11,1.8999,913251,2.999,3.179,3.037,3.22
517,13.27,1.5192,916454,3.004,3.275,3.042,3.319
518,13.29,1.0412,915099,3.04,3.178,3.077,3.215
519,13.29,1.0953,915539,3.055,3.188,3.092,3.226
520,13.34,1.025,912634,3.019,3.167,3.058,3.208
521,13.43,1.0662,914361,3.038,3.236,3.076,3.28
522,13.31,1.2654,913328,2.995,3.1,3.033,3.14
523,13.17,1.2768,910201,2.973,3.069,3.012,3.106
524,13.32,1.0986,911859,3.041,3.165,3.079,3.206
525,13.43,1.1772,914841,3.056,3.26,3.095,3.304
526,13.26,1.2426,912283,3.019,3.095,3.058,3.137
527,13.39,1.2234,913076,3.017,3.151,3.054,3.189
528,13.27,1.1849,916556,2.997,3.054,3.036,3.094
529,13.27,1.1259,913340,3.01,3.084,3.049,3.127
530,13.26,1.2478,915293,3.044,3.124,3.084,3.165
531,13.26,1.2941,910178,3.026,3.179,3.065,3.224
532,13.41,0.9737,914995,3.092,3.298,3.132,3.341
533,13.3,1.7144,913056,3.029,3.213,3.07,3.257
534,13.3,1.04,916971,3.005,3.159,3.044,3.207
535,13.35,0.9612,918386,3.005,3.116,3.042,3.16
536,13.21,1.11,913789,2.987,3.059,3.025,3.097
537,13.12,1.5128,915084,2.984,3.068,3.022,3.11
538,13.21,1.5547,913441,2.986,3.172,3.024,3.214
539,13.24,1.0837,913310,3.013,3.146,3.054,3.19
540,13.22,1.0538,912493,2.968,3.039,3.005,3.076
541,13.27,1.3849,911923,2.994,3.11,3.031,3.147
542,13.26,1.1449,912799,2.99,3.076,3.028,3.117
543,13.32,1.4538,913106,3.011,3.222,3.049,3.263
544,13.34,1.2167,913408,2.998,3.148,3.035,3.187
545,13.26,1.1204,916212,2.991,3.099,3.028,3.139
546,13.35,1.3358,918179,2.993,3.129,3.031,3.168
547,13.18,1.0292,914495,2.972,3.024,3.009,3.064
548,13.33,1.3228,916813,3.026,3.173,3.064,3.21
549,13.39,0.9724,915014,3.004,3.181,3.041,3.221
550,13.29,1.1001,913808,3.012,3.23,3.05,3.273
551,13.27,1.2071,913445,3.006,3.123,3.044,3.167
552,13.3,1.0186,913899,2.991,3.109,3.028,3.148
553,13.34,0.8372,917812,3.005,3.13,3.042,3.169
554,13.4,1.2493,916415,2.983,3.057,3.021,3.097
555,13.26,1.0291,916428,2.986,3.133,3.023,3.172
556,13.14,1.1588,911965,2.967,3.018,3.004,3.056
557,13.26,1.1524,913099,2.983,3.061,3.021,3.099
558,13.31,1.3593,911373,3.044,3.112,3.083,3.155
559,13.27,0.9834,912143,2.99,3.086,3.027,3.125
560,13.35,1.2848,911416,2.99,3.118,3.028,3.156
561,13.4,1.349,911948,3.041,3.228,3.081,3.277
562,13.21,1.2147,915517,2.97,3.033,3.008,3.073
563,13.44,0.8697,911609,3.031,3.249,3.071,3.298
564,13.25,1.1075,915256,2.989,3.133,3.027,3.173
565,13.5,0.9828,913828,3.019,3.234,3.057,3.275
566,13.27,0.8684,915050,2.99,3.073,3.027,3.111
567,13.24,0.8853,912968,3.001,3.164,3.038,3.206
568,13.33,1.0934,912612,2.998,3.105,3.037,3.148
569,13.31,1.0522,913810,3.006,3.18,3.044,3.224
570,13.33,1.0287,915384,3.021,3.175,3.06,3.219
571,13.29,0.931,911616,3.0,3.067,3.039,3.105
572,13.28,1.3249,912311,2.979,3.035,3.016,3.077
573,13.28,1.1609,916053,3.001,3.1,3.042,3.139
574,13.38,1.1121,914210,3.052,3.141,3.091,3.18
575,13.38,1.297,912450,3.021,3.218,3.059,3.263
576,13.33,1.1713,915756,3.057,3.229,3.097,3.274
577,13.25,1.5506,915469,3.012,3.115,3.051,3.164
578,13.42,1.1719,915586,3.047,3.175,3.085,3.216
579,13.38,1.1115,914961,3.036,3.151,3.074,3.19
580,13.36,0.8792,915929,3.045,3.147,3.086,3.192
581,13.24,1.1144,914830,2.995,3.08,3.033,3.117
582,13.38,0.7484,914363,3.035,3.264,3.074,3.306
583,13.32,1.052,913577,3.05,3.246,3.089,3.288
584,13.42,1.0267,911573,3.04,3.188,3.078,3.232
585,13.38,1.1305,911213,3.014,3.189,3.052,3.234
586,13.23,1.1952,913766,3.027,3.128,3.066,3.167
587,13.36,1.3636,913143,3.027,3.146,3.065,3.183
588,13.37,1.1281,916688,3.048,3.222,3.088,3.262
589,13.28,1.3361,912667,3.045,3.244,3.084,3.289
590,13.28,1.0232,913976,3.001,3.107,3.039,3.147
591,13.36,1.0532,911832,3.033,3.167,3.072,3.21
592,13.3,0.9637,911505,3.01,3.113,3.049,3.158
593,13.36,1.55,911499,3.088,3.373,3.128,3.419
594,13.29,1.3457,914931,3.03,3.175,3.07,3.218
595,13.33,1.2223,912015,3.018,3.153,3.058,3.195
596,13.43,0.9214,914068,3.045,3.242,3.083,3.283
597,13.41,1.0336,913680,3.026,3.279,3.065,3.322
598,13.22,0.9986,917506,3.027,3.215,3.066,3.256
599,13.4,1.4342,919820,3.034,3.198,3.072,3.238
600,13.37,1.3537,914675,3.038,3.12,3.076,3.156
601,13.41,1.2381,913421,2.998,3.101,3.037,3.14
602,13.19,1.0805,910689,3.021,3.138,3.06,3.187
603,13.36,1.6631,911899,3.014,3.247,3.052,3.289
604,13.3,1.2006,913831,3.034,3.216,3.073,3.259
605,13.37,1.1975,912730,2.996,3.252,3.035,3.294
606,13.38,1.1983,909531,2.999,3.152,3.037,3.192
607,13.37,1.0285,909475,3.025,3.163,3.064,3.204
608,13.49,1.3378,913466,3.062,3.268,3.103,3.322
609,13.36,1.1019,910208,3.035,3.244,3.074,3.282
610,13.32,0.894,911209,3.019,3.081,3.06,3.129
611,13.47,1.5984,914130,3.041,3.289,3.078,3.332
612,13.33,1.233,910962,3.055,3.242,3.095,3.286
613,13.46,1.23,912253,3.05,3.184,3.088,3.228
614,13.3,1.1072,913165,3.019,3.106,3.057,3.145
615,13.29,1.117,909136,3.015,3.058,3.054,3.101
616,13.25,0.7573,913432,2.986,3.058,3.024,3.097
617,13.52,1.1633,913412,3.038,3.159,3.076,3.202
618,13.45,0.9503,912982,3.038,3.19,3.079,3.231
619,13.44,1.2738,915141,3.039,3.206,3.079,3.249
620,13.46,1.5724,915281,3.021,3.156,3.06,3.202
621,13.48,1.0943,911908,3.024,3.133,3.062,3.172
622,13.34,1.102,910866,3.004,3.169,3.044,3.209
623,13.3,0.9244,915020,2.977,3.065,3.014,3.102
624,13.29,1.1499,909361,2.991,3.144,3.027,3.181
625,13.07,1.167,915183,2.954,2.991,2.99,3.028
626,13.2,1.4433,914129,2.981,3.129,3.019,3.167
627,13.35,0.9962,911659,3.045,3.156,3.085,3.202
628,13.38,1.2129,916025,3.056,3.175,3.094,3.214
629,13.4,1.3379,916784,3.016,3.293,3.054,3.332
630,13.4,0.9373,910858,3.064,3.247,3.103,3.289
631,13.38,1.0755,909891,3.027,3.195,3.066,3.24
632,13.37,1.1397,911677,2.997,3.105,3.034,3.147
633,13.27,1.0604,909871,2.995,3.089,3.033,3.125
634,13.36,0.8664,916132,3.014,3.103,3.052,3.151
635,13.34,0.9908,916700,3.009,3.19,3.049,3.24
636,13.26,0.9287,914332,3.003,3.138,3.042,3.179
637,13.19,0.8595,912805,2.993,3.086,3.031,3.125
638,13.36,1.0649,913663,3.038,3.235,3.077,3.28
639,13.26,1.2928,911569,3.028,3.15,3.067,3.189
640,13.27,1.0995,909724,2.984,3.073,3.022,3.113
641,13.14,0.9807,911607,3.002,3.102,3.038,3.139
642,13.28,1.0146,913457,3.023,3.157,3.06,3.195
643,13.29,1.565,913329,3.027,3.158,3.066,3.203
644,13.38,1.2211,915836,3.01,3.156,3.048,3.196
645,13.29,1.2455,917437,3.039,3.278,3.078,3.325
646,13.2,1.1356,910288,3.019,3.177,3.057,3.22
647,13.26,1.088,915609,3.013,3.124,3.051,3.165
648,13.19,0.8219,912420,2.993,3.08,3.03,3.117
649,13.26,0.8766,911672,3.051,3.174,3.091,3.214
650,13.26,0.9151,917764,3.015,3.115,3.053,3.153
651,13.21,1.0168,911399,2.984,3.058,3.02,3.096
652,13.29,1.1144,915397,2.992,3.074,3.03,3.114
653,13.24,1.042,917697,2.99,3.054,3.027,3.093
654,13.31,1.002,913239,3.051,3.187,3.091,3.231
655,13.38,1.1177,914259,3.051,3.256,3.089,3.296
656,13.38,1.0553,914770,3.016,3.119,3.055,3.165
657,13.43,1.0677,916168,3.002,3.163,3.04,3.205
658,13.24,0.8094,914559,3.006,3.096,3.044,3.135
659,13.33,1.1939,915946,3.012,3.125,3.051,3.164
660,13.27,1.0671,915591,3.001,3.124,3.039,3.161
661,13.32,0.9333,914475,3.061,3.174,3.099,3.217
662,13.16,0.786,912612,2.98,3.04,3.017,3.076
663,13.33,0.9559,909766,3.068,3.16,3.11,3.205
664,13.25,0.9491,911501,3.011,3.156,3.049,3.198
665,13.34,1.1001,912411,3.028,3.201,3.067,3.25
666,13.46,1.0339,916307,3.055,3.213,3.093,3.256
667,13.26,1.5111,916466,3.022,3.111,3.063,3.159
668,13.28,1.0129,914446,2.987,3.073,3.024,3.112
669,13.29,1.0245,915971,2.996,3.062,3.036,3.105
670,13.18,0.8574,912708,2.994,3.069,3.031,3.106
671,13.23,1.0171,914512,2.991,3.04,3.027,3.075
672,13.25,1.0098,912632,2.989,3.1,3.027,3.137
673,13.11,1.0151,909565,2.976,3.077,3.015,3.114
674,13.28,1.1486,915229,2.976,3.141,3.016,3.19
675,13.29,0.9497,913681,2.998,3.078,3.036,3.122
676,13.27,1.0103,913307,3.025,3.138,3.063,3.176
677,13.23,1.2378,914517,3.005,3.102,3.042,3.141
678,13.38,0.9059,915301,2.999,3.117,3.037,3.156
679,13.22,0.8195,915352,2.983,3.08,3.023,3.121
680,13.18,0.8968,915523,2.982,3.058,3.019,3.099
681,13.33,0.8493,917031,3.016,3.133,3.054,3.174
682,13.32,1.1485,913616,3.021,3.098,3.06,3.139
683,13.36,1.0106,909677,3.014,3.202,3.054,3.244
684,13.28,1.2566,913828,3.008,3.129,3.045,3.168
685,13.44,1.027,911847,3.041,3.233,3.081,3.281
686,13.29,1.1612,910323,2.992,3.112,3.03,3.153
687,13.41,0.9072,913515,3.009,3.12,3.046,3.158
688,13.19,1.0828,909474,2.997,3.141,3.035,3.179
689,13.31,1.0855,912457,2.985,3.146,3.022,3.187
690,13.4,0.9365,913513,3.054,3.274,3.093,3.317
691,13.34,0.9425,913157,3.019,3.176,3.057,3.222
692,13.33,1.0754,915158,3.031,3.209,3.07,3.255
693,13.21,1.1689,912833,3.017,3.126,3.054,3.164
694,13.27,1.0472,911686,2.995,3.109,3.034,3.152
695,13.54,0.8774,913487,3.049,3.376,3.087,3.417
696,13.22,0.9981,912956,2.988,3.18,3.025,3.217
697,13.41,0.9917,915828,3.027,3.189,3.065,3.228
698,13.29,1.1849,915456,3.013,3.129,3.05,3.171
699,13.35,0.7616,916570,3.027,3.234,3.065,3.28
700,13.45,0.9357,918793,3.044,3.161,3.082,3.203
701,13.36,1.2544,914568,3.007,3.121,3.046,3.164
702,13.21,1.1753,916271,2.982,3.072,3.018,3.112
703,13.26,0.9057,916590,2.992,3.072,3.03,3.113
704,13.24,0.9583,916576,2.977,3.113,3.013,3.151
705,13.24,1.1757,915914,2.997,3.12,3.036,3.163
706,13.27,1.0699,915118,2.996,3.137,3.034,3.176
707,13.45,1.0051,914012,3.016,3.19,3.053,3.23
708,13.36,0.997,913962,3.047,3.242,3.087,3.285
709,13.49,1.0514,915471,3.028,3.172,3.066,3.218
710,13.35,1.1204,914317,3.013,3.165,3.051,3.204
711,13.38,0.8397,913503,3.02,3.117,3.059,3.157
712,13.5,0.762,914932,3.002,3.137,3.039,3.175
713,13.4,0.8489,915520,3.002,3.17,3.041,3.212
714,13.34,0.9532,914914,3.01,3.161,3.05,3.206
715,13.3,1.1382,913321,2.999,3.097,3.038,3.138
716,13.3,0.8773,911450,2.995,3.075,3.032,3.112
717,13.26,0.7335,913620,2.997,3.083,3.035,3.121
718,13.23,1.0063,916821,2.968,3.032,3.005,3.074
719,13.29,0.7025,911995,3.008,3.151,3.045,3.191
720,13.42,1.1905,916008,2.998,3.182,3.036,3.222
721,13.34,0.9018,912418,3.007,3.148,3.045,3.184
722,13.27,0.799,911912,2.985,3.064,3.023,3.101
723,13.34,1.2712,908616,2.998,3.061,3.035,3.097
724,13.33,0.7875,915446,3.032,3.194,3.071,3.235
725,13.34,0.8246,912807,3.037,3.266,3.075,3.309
726,13.24,0.9351,917109,3.014,3.187,3.054,3.227
727,13.31,0.9702,913968,3.01,3.172,3.049,3.212
728,13.31,0.9921,915211,3.008,3.114,3.046,3.156
729,13.36,1.0918,912313,3.009,3.225,3.049,3.27
730,13.3,0.8544,913880,3.018,3.143,3.055,3.183
731,13.48,0.8753,915497,3.029,3.196,3.067,3.238
732,13.31,1.1217,911167,3.03,3.251,3.068,3.293
733,13.1,1.2963,913697,2.989,3.069,3.026,3.107
734,13.24,1.2375,913120,2.984,3.088,3.022,3.129
735,13.15,1.2112,911031,2.977,3.077,3.015,3.123
736,13.25,0.9107,912587,2.999,3.166,3.038,3.209
737,13.32,0.9804,910117,3.025,3.173,3.064,3.215
738,13.33,1.2417,914063,3.026,3.142,3.065,3.186
739,13.18,1.0738,912560,2.987,3.073,3.026,3.112
740,13.3,1.4422,911188,3.012,3.125,3.05,3.166
741,13.32,1.339,911550,3.013,3.157,3.051,3.196
742,13.44,1.4027,913488,3.022,3.185,3.061,3.227
743,13.24,0.8574,911089,2.969,3.011,3.006,3.053
744,13.3,1.1027,913586,2.993,3.07,3.031,3.108
745,13.16,1.3042,911806,2.974,3.043,3.012,3.088
746,13.26,1.1001,912557,3.026,3.156,3.064,3.203
747,13.33,0.8403,913647,3.044,3.207,3.082,3.249
748,13.38,1.0212,908896,3.006,3.1,3.045,3.142
749,13.19,0.877,912121,2.967,3.011,3.004,3.052
750,13.32,0.8161,912001,3.011,3.175,3.049,3.214
751,13.23,1.2473,912377,2.969,3.071,3.006,3.107
752,13.28,0.7959,916911,3.002,3.239,3.039,3.28
753,13.43,0.7776,913198,3.052,3.238,3.092,3.281
754,13.4,0.8743,913350,3.027,3.29,3.065,3.331
755,13.37,1.2845,914006,2.989,3.103,3.027,3.147
756,13.28,1.1818,916311,3.005,3.098,3.043,3.139
757,13.37,1.1061,916055,3.011,3.214,3.05,3.256
758,13.34,0.9526,913528,3.018,3.146,3.057,3.19
759,13.33,0.9259,918379,3.013,3.193,3.051,3.229
760,13.24,1.1287,913878,3.0,3.07,3.039,3.11
761,13.28,0.98,913413,3.015,3.153,3.054,3.192
762,13.36,0.9318,915917,3.018,3.149,3.058,3.191
763,13.31,1.1976,916284,3.001,3.09,3.039,3.13
764,13.36,0.9594,914530,3.003,3.137,3.041,3.181
765,13.33,0.9083,914504,3.015,3.073,3.053,3.111
766,13.26,0.8689,912175,2.982,3.076,3.019,3.114
767,13.33,0.8394,911928,2.993,3.093,3.031,3.13
768,13.18,1.1046,911989,2.983,3.124,3.021,3.169
769,13.37,0.9269,911113,3.034,3.17,3.073,3.216
770,13.38,0.8971,911670,3.021,3.192,3.061,3.233
771,13.35,0.983,912062,3.017,3.186,3.055,3.224
772,13.39,1.1954,911498,3.056,3.236,3.095,3.277
773,13.19,1.207,909223,2.985,3.053,3.023,3.091
774,13.34,1.1554,908809,3.029,3.12,3.067,3.157
775,13.31,0.8946,909827,3.028,3.258,3.067,3.3
776,13.28,1.023,913148,3.025,3.175,3.065,3.213
777,13.24,1.2242,916224,3.011,3.109,3.049,3.151
778,13.2,0.897,911024,3.008,3.128,3.046,3.166
779,13.17,1.1118,912483,2.989,3.074,3.027,3.114
780,13.29,0.7389,908577,2.983,3.136,3.02,3.179
781,13.26,0.8612,915437,3.018,3.156,3.055,3.194
782,13.32,1.2322,912621,3.024,3.115,3.063,3.157
783,13.23,0.8891,919964,3.02,3.084,3.057,3.121
784,13.32,0.9549,914360,3.015,3.106,3.053,3.148
785,13.23,1.361,912296,2.994,3.141,3.032,3.186
786,13.43,0.9343,913076,3.035,3.245,3.074,3.293
787,13.16,1.26,915396,2.968,3.01,3.004,3.047
788,13.2,1.092,913437,3.015,3.18,3.053,3.224
789,13.3,0.9872,914850,3.041,3.258,3.08,3.296
790,13.31,0.8564,914692,3.018,3.156,3.056,3.194
791,13.2,0.8505,913482,2.988,3.058,3.025,3.096
792,13.34,1.1914,916821,2.983,3.039,3.021,3.077
793,13.29,1.3331,914127,3.026,3.251,3.065,3.294
794,13.28,0.8314,915142,3.026,3.137,3.065,3.175
795,13.29,1.0124,914992,3.028,3.156,3.067,3.195
796,13.37,0.9801,910760,3.022,3.159,3.059,3.198
797,13.37,0.8294,911737,3.002,3.198,3.04,3.243
798,13.32,1.0442,911363,3.03,3.116,3.069,3.156
799,13.33,1.0629,913687,3.012,3.228,3.05,3.268
800,13.15,1.0517,914763,3.0,3.117,3.04,3.164
801,13.21,0.8556,913699,3.019,3.159,3.058,3.201
802,13.16,0.9144,909896,2.99,3.111,3.028,3.152
803,13.3,0.856,916639,3.009,3.157,3.048,3.201
804,13.23,1.0705,915066,3.006,3.104,3.044,3.146
805,13.27,0.9234,916963,3.011,3.116,3.05,3.155
806,13.29,1.1015,918007,2.99,3.027,3.028,3.069
807,13.27,0.8844,914114,2.99,3.081,3.029,3.121
808,13.22,1.0578,909829,2.982,3.056,3.021,3.098
809,13.41,1.1165,910107,3.05,3.287,3.089,3.333
810,13.44,1.14,912001,3.024,3.227,3.064,3.27
811,13.32,1.123,913747,3.023,3.307,3.062,3.347
812,13.26,1.1135,913348,2.975,3.108,3.013,3.15
813,13.28,0.9645,913986,2.975,3.058,3.013,3.097
814,13.16,1.0005,913093,2.967,3.024,3.005,3.064
815,13.37,0.832,912601,3.016,3.177,3.054,3.223
816,13.44,0.9397,914566,3.029,3.135,3.068,3.179
817,13.34,0.839,911781,3.048,3.119,3.086,3.157
818,13.23,1.0268,910417,2.99,3.092,3.027,3.132
819,13.27,0.9548,914312,2.98,3.113,3.02,3.154
820,13.19,0.8745,911901,3.028,3.213,3.066,3.255
821,13.26,0.9495,912289,2.999,3.078,3.038,3.115
822,13.41,1.0975,911939,3.029,3.215,3.067,3.256
823,13.39,0.9758,913139,3.016,3.187,3.053,3.229
824,13.29,1.1282,912406,3.025,3.166,3.065,3.207
825,13.3,1.0575,915096,3.009,3.059,3.047,3.097
826,13.29,0.7581,912781,3.012,3.096,3.051,3.135
827,13.29,0.9985,913750,2.975,3.03,3.012,3.065
828,13.15,0.9258,912162,2.977,3.032,3.015,3.068
829,13.44,0.8657,916776,3.01,3.218,3.048,3.256
830,13.38,0.9499,916542,3.024,3.221,3.062,3.259
831,13.23,0.8363,911686,2.994,3.096,3.032,3.14
832,13.27,0.9308,914467,3.034,3.243,3.074,3.288
833,13.37,1.0844,914498,3.008,3.131,3.048,3.176
834,13.48,0.7503,913000,3.074,3.225,3.113,3.263
835,13.36,1.2993,914760,3.044,3.171,3.084,3.216
836,13.36,1.138,912899,2.997,3.13,3.033,3.169
837,13.26,0.8001,910245,2.997,3.154,3.034,3.196
838,13.32,1.075,910590,3.038,3.33,3.076,3.375
839,13.26,0.974,912913,2.995,3.153,3.033,3.195
840,13.26,0.8604,909931,2.992,3.079,3.031,3.12
841,13.41,0.7468,911555,3.024,3.116,3.061,3.157
842,13.28,0.8506,910637,3.01,3.153,3.048,3.192
843,13.41,0.8917,914215,3.02,3.219,3.057,3.26
844,13.31,0.9206,909297,3.018,3.236,3.055,3.279
845,13.24,1.105,914165,2.992,3.07,3.031,3.115
846,13.25,0.8596,914323,2.995,3.132,3.032,3.171
847,13.35,1.1013,918307,3.009,3.227,3.048,3.266
848,13.26,0.9344,913984,2.983,3.117,3.02,3.157
849,13.36,1.1664,915092,3.013,3.121,3.051,3.158
850,13.42,0.7607,911784,3.031,3.147,3.068,3.183
851,13.31,0.809,914265,3.002,3.108,3.041,3.152
852,13.34,1.2356,913551,3.04,3.217,3.078,3.259
853,13.21,0.9401,911656,3.021,3.166,3.06,3.206
854,13.44,1.1354,914239,3.002,3.225,3.041,3.267
855,13.15,1.3308,914648,2.978,3.062,3.015,3.106
856,13.16,0.8589,915195,2.977,3.046,3.014,3.084
857,13.29,1.035,915587,2.992,3.081,3.029,3.119
858,13.21,0.9241,908622,3.01,3.099,3.049,3.137
859,13.27,1.139,911115,3.03,3.236,3.068,3.275
860,13.33,1.124,911005,3.056,3.218,3.095,3.26
861,13.3,0.8552,911696,3.015,3.129,3.053,3.169
862,13.33,0.977,912312,3.045,3.185,3.083,3.224
863,13.38,0.9234,911839,3.025,3.184,3.063,3.222
864,13.18,1.0646,914476,2.964,3.047,3.002,3.084
865,13.31,1.0086,916826,2.983,3.034,3.02,3.073
866,13.32,0.9046,914012,2.994,3.085,3.032,3.125
867,13.39,0.9098,913064,3.036,3.233,3.075,3.272
868,13.37,1.0797,915809,3.023,3.155,3.061,3.192
869,13.32,0.8709,912836,3.094,3.251,3.134,3.3
870,13.25,1.2437,913908,3.02,3.089,3.057,3.128
871,13.34,1.1088,909548,3.015,3.191,3.052,3.23
872,13.29,1.3206,913721,3.005,3.101,3.046,3.147
873,13.28,1.2507,915291,3.001,3.15,3.04,3.197
874,13.24,1.246,913913,2.971,3.07,3.007,3.106
875,13.28,1.0641,914377,2.993,3.101,3.033,3.143
876,13.27,0.9595,912770,3.0,3.221,3.038,3.26
877,13.32,0.9101,916639,3.048,3.167,3.088,3.209
878,13.28,0.9795,913725,3.034,3.107,3.073,3.15
879,13.28,0.816,913160,3.051,3.163,3.09,3.203
880,13.18,0.6975,912909,3.006,3.158,3.045,3.203
881,13.21,1.0552,911734,2.973,3.062,3.011,3.106
882,13.4,0.8089,913088,3.023,3.15,3.062,3.188
883,13.33,0.8744,911823,2.992,3.153,3.03,3.2
884,13.29,0.8359,913530,3.011,3.163,3.049,3.203
885,13.14,0.7378,910533,2.977,3.046,3.016,3.087
886,13.18,0.8963,913779,2.987,3.054,3.024,3.093
887,13.32,0.9194,916668,3.004,3.104,3.042,3.146
888,13.29,0.7421,916314,3.012,3.16,3.051,3.201
889,13.37,0.6933,914817,3.021,3.127,3.06,3.17
890,13.31,1.0629,917250,2.998,3.151,3.036,3.197
891,13.32,1.2566,915580,2.996,3.077,3.034,3.117
892,13.41,0.8648,916319,3.014,3.099,3.052,3.138
893,13.41,0.9694,915473,3.055,3.272,3.092,3.313
894,13.41,1.1235,913710,3.029,3.265,3.066,3.31
895,13.31,0.8791,913065,3.011,3.086,3.049,3.126
896,13.23,0.7522,911255,3.028,3.118,3.065,3.158
897,13.42,0.7891,914524,3.006,3.217,3.044,3.259
898,13.27,0.7638,913100,2.978,3.043,3.016,3.081
899,13.31,0.8835,913301,3.028,3.167,3.066,3.213
900,13.27,1.008,914582,3.016,3.094,3.057,3.135
901,13.38,1.0163,915407,3.027,3.242,3.066,3.287
902,13.25,1.4495,907104,3.01,3.154,3.048,3.195
903,13.22,1.0128,913535,3.017,3.09,3.056,3.13
904,13.26,1.2597,915733,3.013,3.143,3.051,3.185
905,13.4,1.0623,915830,3.032,3.225,3.07,3.27
906,13.27,0.7113,912391,2.983,3.126,3.02,3.165
907,13.35,0.8898,916378,3.014,3.136,3.052,3.175
908,13.38,0.7957,914095,3.034,3.189,3.073,3.239
909,13.4,0.943,915567,3.049,3.19,3.088,3.232
910,13.4,0.8618,915307,3.032,3.271,3.071,3.316
911,13.41,1.2414,913088,3.038,3.305,3.077,3.349
912,13.35,0.7255,913642,3.003,3.155,3.041,3.201
913,13.39,0.743,912189,3.047,3.214,3.085,3.256
914,13.27,1.366,913263,3.005,3.203,3.043,3.244
915,13.34,0.9061,912728,3.003,3.211,3.04,3.25
916,13.31,1.2409,912309,3.043,3.186,3.08,3.227
917,13.31,1.0843,913057,2.993,3.068,3.031,3.105
918,13.24,0.8023,913464,2.998,3.15,3.037,3.192
919,13.27,0.8431,915182,3.036,3.164,3.075,3.208
920,13.3,1.1538,912586,3.004,3.187,3.042,3.228
921,13.36,0.8295,915291,3.045,3.228,3.084,3.268
922,13.35,0.8307,916540,3.008,3.139,3.046,3.181
923,13.5,0.8172,916454,3.045,3.301,3.082,3.342
924,13.19,0.7948,911216,2.991,3.103,3.028,3.144
925,13.17,0.8474,910826,2.981,3.047,3.018,3.087
926,13.21,0.9726,912581,2.99,3.091,3.028,3.138
927,13.34,0.799,913835,3.032,3.245,3.07,3.287
928,13.25,0.9176,912305,3.009,3.127,3.046,3.164
929,13.3,0.891,914530,3.015,3.141,3.054,3.182
930,13.35,0.8023,915104,2.998,3.105,3.035,3.152
931,13.33,0.9032,914199,3.032,3.135,3.071,3.174
932,13.27,0.8997,908891,3.0,3.162,3.038,3.206
933,13.32,1.0145,911212,3.007,3.197,3.045,3.241
934,13.14,1.043,913529,3.003,3.124,3.041,3.163
935,13.41,0.7955,913049,3.024,3.169,3.062,3.21
936,13.31,1.0762,913782,3.012,3.133,3.05,3.174
937,13.26,1.2098,911728,3.011,3.112,3.049,3.156
938,13.25,1.0464,911392,3.004,3.132,3.045,3.171
939,13.32,1.125,911089,3.004,3.179,3.043,3.225
940,13.38,0.9006,914064,3.034,3.184,3.073,3.222
941,13.35,0.9825,913312,3.02,3.194,3.058,3.237
942,13.39,1.2037,912569,3.008,3.167,3.045,3.21
943,13.29,0.8067,914953,3.019,3.259,3.057,3.3
944,13.33,0.7937,914115,3.026,3.172,3.063,3.217
945,13.25,0.7661,913117,3.013,3.115,3.051,3.159
946,13.36,0.9141,917056,3.007,3.178,3.043,3.218
947,13.36,1.1544,916191,3.012,3.144,3.051,3.185
948,13.27,0.8588,910439,2.985,3.143,3.023,3.183
949,13.27,1.0609,915234,2.991,3.08,3.03,3.125
950,13.36,1.0876,912889,3.011,3.165,3.048,3.209
951,13.33,1.0595,917446,3.041,3.136,3.08,3.173
952,13.29,0.878,916743,3.015,3.179,3.054,3.222
953,13.39,0.8333,915033,3.027,3.317,3.065,3.358
954,13.13,0.7352,910960,2.97,3.123,3.007,3.164
955,13.13,0.8857,911600,2.99,3.115,3.027,3.16
956,13.2,1.1874,912990,3.015,3.114,3.055,3.156
957,13.28,0.9123,913015,3.006,3.052,3.044,3.088
958,13.32,0.8158,913534,3.044,3.182,3.083,3.22
959,13.27,0.7528,911828,2.971,3.071,3.009,3.108
960,13.33,0.9513,914249,3.012,3.126,3.05,3.168
961,13.31,0.9214,916423,2.988,3.069,3.027,3.111
962,13.15,0.7975,913457,2.987,3.059,3.024,3.097
963,13.37,0.8837,915046,3.034,3.241,3.073,3.285
964,13.26,0.7501,914407,3.021,3.159,3.059,3.205
965,13.14,0.9419,910268,2.986,3.154,3.023,3.197
966,13.44,0.7605,911022,3.043,3.162,3.08,3.201
967,13.33,1.0607,912272,2.983,3.181,3.02,3.219
968,13.42,1.0739,911678,3.018,3.18,3.055,3.224
969,13.32,0.9608,912499,3.002,3.148,3.039,3.197
970,13.25,0.7735,912125,3.004,3.136,3.044,3.18
971,13.48,1.0285,912385,3.059,3.272,3.098,3.315
